24.1251 24.6978 24.8464 24.7276 24.2195 23.0970 25.4618 24.6755 25.1894 25.7574
25.0421 25.1365 25.1293 24.9446 24.2628 23.5753 24.1897 24.7713 25.1948 23.4298
24.8235 25.9404 25.1405 24.9391 23.7827 24.4314 24.0044 24.5109 24.2823 24.4551
24.5463 24.6274 23.9110 25.0104 24.8241 24.4534 24.6377 24.6127 24.7150 24.4606
23.6472 23.7686 24.8872 24.1097 24.1692 24.8800 25.0155 25.1049 24.6213 24.4840
25.3889 23.1811 23.9841 24.5076 24.7275 23.9639 24.1537 23.9707 24.6767 25.1823
25.4466 24.6389 24.8526 24.6150 24.7473 25.3952 24.4590 24.0863 24.3032 25.0253
24.9567 24.4844 24.3003 24.7787 24.6504 25.0965 25.1783 25.4494 24.7553 24.9361
24.2503 23.8902 24.2572 24.4387 23.7526 24.8377 23.6910 24.5855 25.0221 24.4239
24.0638 24.5912 23.4733 24.3774 24.6272 24.7969 24.2557 23.9421 24.4636 24.9871
25.0024 24.1849 24.5072 23.9154 24.2222 25.3082 25.6324 23.9554 24.7653 24.9101
24.4348 24.2496 24.0776 23.6879 23.9460 25.3722 25.3164 24.9777 24.9281 25.2540
24.7433 24.9092 24.3049 24.8750 24.3545 25.0830 24.4993 24.1108 24.464 24.8072
24.3062 24.6410 24.4638 23.8717 24.0806 24.3290 24.4801 24.4356 24.2290 24.6642
24.0543 24.6558 24.3735 23.9169 24.3299 25.0446 24.2397 24.4580 25.1230 25.2607
23.9566 24.6188 23.6783 25.3845 24.4684 24.5303 24.3944 23.7689 24.2839 24.5109
24.6582 24.8086 23.8808 24.4349 24.6184 24.9849 25.2380 25.5145 24.6289 25.0173
24.3822 24.8166 25.3409 25.1217 24.5239 24.5153 24.7844 25.0495 24.9431 24.5741
24.9258 24.3142 23.5693 23.9580 25.4676 24.0422 24.7988 25.4745 24.6006 24.5759
23.9130 24.9040 24.3820 24.4241 24.1921 24.5613 24.5436 24.3127 24.0266 24.4322
