9535.528 30815.54 41596.14 32728.95 11589.92 1080.668 141347.9 29452.97
82555.27 251767.8 61572.76 74326.02 73268.03 50665.48 12674.84 3011.023
10898.87 35755.02 83442.99 2209.356 39722.61 358657.6 74914.08 50105.77
4666.011 17916.34 7420.761 21077.82 13192.56 18808.69 22653.71 26718.44
6105.782 57796.22 39772.69 18741.03 27282.1 25933.84 31909.52 19019.39 3506.037
4529.721 45149.95 9235.984 10447.14 44499.01 58385.5 69795.25 26385.96 19953.33
122469.4 1295.942  7112.498 20935.18 32726.01 6818.835 10116.87 6916.315
29526.11 81399.41 137195.2 27348.06 42115.85 26054.15 34059.85 124014.5
18957.71 8798.08 13772.58 59537.63 51908.42 19967.99 13691.41 36290.08 27993.98
68635.6 80754.35 137949.3 34618.67 49811.42 12352.64 5845.668 12529.48 18187.81
4379.814 40874.02 3846.459 24536.95 59167.53 17643.48 8395.799 24824.65
2424.036 16040.57 26705.1 37645.97 12490.22 6516.652 19137.98 55161.44 56883.67
10790.62 20918.69 6162.871 11655.8 104463.3 197403.2 6699.054 35324.22 47278.24
18043.19 12334.9 8640.16 3821.043 6569.892 118505.6 106150.2 54133.31 49011.98
93837.18 33789.98 47194.53 13821.97 44061.9 15304.94 66808.34 20585.98 9257.426
19151.33 38437.95 13857.91 27466.28 19143.81 5623.972 8693.486 14524.33
19794.07 18073.26 11821.35 28789.11 8232.595 28303.66 15913 6182.032 14549.39
61886.11 12084.84 18920.88 72346.68 95081.48 6715.88 26254.58 3744.546 121420
19326.1 21926.67 16611.42 4531.965 13236.38 21077.69 28441.23 38542.52 5732.358
18045.37 26232.79 54916.51 90918.98 156755.9 26801.16 58598.59 16201.43
39169.02 111413.5 72158.31 21645.1 21267.56 36708.17 62492.05 50506.38 23975.6
48793.58 14089.22 2973.033 6736.186 142989.7 8026.808 37795.68 144921.9
25299.66 24064.12 6131.384 46701.58 16194.91 17651.9 10954.41 23356.06 22531.52
14045.5 7770.686 17947.44
