32.3421 263.7883 507.8746 327.1135 400.9298 19.1387 168.4895 151.5218 28.3620
751.4975 304.2394 189.7492 886.5102 96.7588 781.6187 681.484 191.3954 207.77
278.0907 303.146 337.5149 274.8107 151.2569 101.6702 42.6535 333.2075 195.7021
138.768 14.2611 365.5436 180.1482 207.5557 337.7944 271.0719 65.8124 156.0273
34.4018 165.8826 14.2285 112.7459 211.7283 1154.026 85.6764 268.0765 699.6808
119.4973 552.596 399.7356 733.2632 97.54872 133.1128 138.3403 328.9461 61.918
62.1943 360.7068 286.8293 314.6355 679.4184 76.1079 181.7717 159.8769 36.9293
165.2654 234.8071 48.6939 99.6191 70.2272 210.8981 417.198 33.2363 2.267
18.8509 45.8745 311.7352 186.1912 674.6407 236.7551 202.5709 317.4621 142.7372
27.0301 104.7126 449.1948 608.7281 150.7351 53.8644 430.8096 213.1241 472.8815
30.3642 991.1784 217.8782 238.8543 296.8213 477.353 120.162 64.8485 17.2665
108.828 81.7576 219.6367 27.4676 47.746 77.8579 180.5791 524.9383 134.1349
28.6194 198.8418 110.4639 163.2285 266.7215 679.102 113.7503 59.3635 144.5087
571.613 379.5961 85.1681 166.6347 45.7402 1159.587 496.8075 130.5089 325.6901
224.5307 149.3249 313.7771 470.3253 108.4397 18.0388 132.8044 102.1746 127.816
254.5329 418.3966 15.8789 293.6771 234.931 243.0654 318.8311 302.8834 491.8533
77.2260 471.8711 123.227 454.7834 157.6854 22.85225 122.6809 732.3815 20.1296
302.0828 157.8196 52.4965 40.0288 104.7559 67.5322 15.0868 77.0848 16.966
23.7142 281.8943 33.5562 226.2081 135.9132 51.1128 112.8858 458.7667 15.3625
122.9609 248.4031 269.3943 1438.106 257.1564 633.7613 525.3383 96.1386 1315.645
42.1204 200.1808 136.4941 214.7242 .6097 164.7949 151.2417 69.1734 815.7757
1124.617 8.482 153.8877 291.9936 612.6081 52.2736 151.236 214.3134 564.8296
209.6245 225.1225
