5,5414
4,3729
3,5613
4,9030
2,8013
3,9476
4,7230
4,4653
7,9717
5,2449
3,8695
3,5818
5,7280
3,7610
9,6385
5,3861
2,3145
7,2937
4,6401
5,1668
4,1441
5,7945
3,5475
4,9634
1,3528
6,2064
4,8055
5,3700
4,6683
2,4350
4,2910
3,6329
5,8204
4,7901
2,9475
5,3758
4,9391
5,6667
5,2640
6,1366
4,0076
5,0700
5,3398
6,4919
5,3522
4,0049
3,8626
5,4497
5,1245
4,2104
5,5406
7,6598
3,4326
6,4581
5,1487
3,4478
4,9667
3,6083
5,0170
6,5212
4,2720
2,6261
6,3560
4,3601
3,9005
3,4125
5,0813
2,6531
4,0668
4,7629
6,2346
5,5138
7,2013
4,4651
7,0257
6,7488
4,0623
5,8255
4,4553
5,2210
5,1925
6,0904
6,8148
6,5956
5,1140
3,8802
5,2269
6,1167
4,6176
6,1445
2,9062
7,7284
7,2760
4,7566
7,5762
6,0632
4,8307
2,1255
4,1735
4,2043
5,0623
4,5916
4,0019
2,7811
5,1652
3,6400
5,0905
4,3340
6,2057
4,4953
4,0343
3,0128
4,2563
6,3124
4,5055
5,9743
6,7528
4,9791
3,5644
4,7490
0,6169
4,2811
5,6856
6,3846
4,8634
4,9404
3,3512
6,3942
2,8235
7,4091
5,1300
4,6229
5,1215
4,6561
3,5912
5,4033
5,3633
6,4985
5,3369
4,5155
7,4806
5,1608
4,4869
6,1545
4,9306
3,5314
5,5710
6,1304
6,5147
4,0527
4,5640
5,3986
5,0812
4,1353
5,4374
4,6869
6,1959
2,0092
4,3387
6,1476
3,9207
1,8681
5,8897
3,0142
6,3523
4,5170
6,6602
3,5015
5,1279
7,6273
3,0416
4,3645
3,9465
2,6829
5,7508
2,7719
3,6913
6,4420
5,3964
6,0080
4,1232
3,6270
4,2399
3,4228
3,3462
7,2365
2,5428
6,8753
4,9958
4,5744
3,0070
6,1029
5,1659
5,4974
5,6008
5,9668
2,8307
3,6718
5,8511
2,2476
6,0656
7,1875
6,6369
5,7000
6,5797
4,0677
6,4331
4,2211
1,8592
2,9011
4,8146
3,1016
3,9531
6,9500
3,1278
4,2527
7,8544
4,1569
7,7321
5,1413
6,8667
4,7387
5,2094
6,4482
2,5807
4,7401
4,8406
4,4243
3,8118
6,1083
3,6574
7,1654
5,5113
6,9049
5,1297
1,4918
5,7255
1,9003
7,5104
5,8267
8,7081
4,7894
5,9089
7,0319
8,7243
3,1517
2,3517
5,9367
3,1837
3,3374
3,5671
6,1160
7,8024
5,0671
4,7384
6,8902
4,0895
4,3710
5,3154
5,2634
4,4148
2,5826
6,3700
7,1327
4,8482
6,2138
5,3261
2,7905
4,3700
5,7571
6,3097
4,6740
5,3853
5,8738
4,2325
6,8803
8,9084
4,9574
4,7576
4,8248
5,3612
2,0694
4,2176
3,5190
4,7276
5,1214
1,1890
6,1386
3,5125
5,1139
6,3498
5,7294
6,2135
8,3595
3,9305
5,0051
5,0059
4,1784
4,2973
6,0000
3,1656
3,6221
5,8984
4,7268
6,1620
7,8939
4,5297
4,6571
7,0558
6,0071
5,8135
6,8409
4,6477
4,1252
6,4033
4,6740
5,6763
6,7066
3,4250
3,6314
3,3410
4,8394
4,0622
5,4962
2,6709
5,1367
3,3725
5,1141
7,9334
6,5664
6,6540
2,7577
1,6555
6,7859
5,4137
5,5931
7,1293
5,1250
4,8874
4,8292
5,4610
5,4298
4,3753
6,6032
4,9621
8,1079
2,3251
4,5207
6,3489
4,8193
4,2111
5,8227
2,6737
6,4362
4,5103
7,7813
6,7445
5,7044
4,2123
4,0731
2,4925
5,7328
3,6301
3,7216
6,0255
5,9046
7,3636
6,8126
6,6860
8,9975
4,7623
5,6584
3,6643
6,3628
6,9023
5,2233
5,9592
8,0249
2,6596
2,1985
5,6333
5,7886
4,9466
6,5442
4,0342
5,4951
6,9323
7,0261
3,5501
4,6851
5,2818
4,4792
6,4971
6,1649
2,5744
4,7875
5,9810
3,4321
6,1999
6,3163
7,1105
3,8564
4,8442
4,3629
6,8205
3,2285
2,1318
5,3421
0,6631
6,8137
6,5045
5,0409
5,9278
5,2395
4,2446
8,0911
5,0219
3,0535
7,4485
4,2596
2,6083
6,0379
6,8978
6,6064
4,7359
6,7712
3,0501
4,0136
3,0782
3,0711
6,1895
9,7551
6,4002
4,3830
2,4407
4,5107
3,7519
4,1444
4,8174
7,2816
2,8942
2,9631
3,5333
2,9206
3,9300
5,0061
7,3647
4,5212
2,0803
5,9817
7,3037
5,6034
6,7170
5,8950
4,1171
3,6285
6,5059
5,0016
6,0345
3,8471
5,5425
2,5241
3,4739
7,1088
6,1908
5,9684
2,1923
4,3863
6,3383
3,0695
7,7848
7,8579
5,9098
5,9019
5,5058
3,4827
3,0882
4,9671
3,4393
3,6962
4,9987
4,3989
5,4556
2,8980
3,4804
4,4909
6,2976
3,4599
2,6510
7,0920
4,2054
2,7858
6,8338
8,1718
5,7405
7,2009
4,8571
2,9185
5,3169
4,7917
