9,1855
15,1438
18,5874
7,8421
16,0820
18,5960
12,4563
4,8375
13,0538
21,8118
17,2470
10,5288
16,3546
9,9507
14,6776
7,5949
12,4947
15,8726
15,5610
18,0294
15,7166
16,1025
11,5086
14,0485
21,5688
13,8444
15,5609
15,5261
16,0565
6,9194
13,3825
18,7557
14,6858
10,2080
13,9337
11,4179
12,9391
14,7581
12,8107
12,1543
12,4243
19,6883
15,2233
16,6902
6,2688
10,1233
16,1740
15,4164
14,0257
10,3415
11,3558
13,2709
17,2072
7,6575
9,8929
15,1900
14,7462
21,0815
18,2367
12,9717
13,7699
20,2692
18,4059
13,9125
10,3646
18,1798
9,0229
18,5359
7,3604
18,0163
