134,3021
130,5072
132,6800
131,8808
133,8112
130,5689
133,4958
133,1185
133,9148
131,2624
130,8423
134,2603
131,7442
131,3767
133,0821
132,9582
133,5023
130,3926
133,6979
130,7639
131,3950
130,3247
131,4380
133,5474
134,1606
130,5563
130,4288
131,7443
131,7446
133,4014
133,9245
130,9170
134,3795
131,6162
132,3631
134,8795
132,4362
131,6724
134,2569
131,1574
131,5943
134,9336
131,0570
133,3261
131,7702
134,9311
133,9146
133,3664
132,7398
133,6533
132,0679
132,6970
131,4879
134,2313
130,9553
131,1806
134,4261
132,9643
132,0338
134,6502
132,2127
134,3592
132,6599
132,7533
131,1603
136,02
134,1032
130,6439
130,1601
131,4639
