178,3609
170,3340
176,4994
166,1443
98,3103
166,0257
195,1982
150,7001
114,7442
134,1467
208,5123
148,7344
181,5416
137,2851
93,4311
110,1127
167,3347
199,8869
155,9101
158,2816
207,7213
189,4255
198,0690
107,6449
51,2448
116,9261
111,3636
182,3889
170,8878
194,8404
83,7347
222,8609
202,2207
193,2243
144,7918
67,6764
98,7829
94,2581
185,8747
103,8319
112,0361
186,6478
132,9337
107,7992
172,7896
189,8220
75,6193
92,7196
190,1513
73,8310
147,6816
215,1163
86,9952
152,7372
171,6088
112,8340
121,9931
55,8800
102,7406
154,8702
174,5090
169,5743
84,0608
160,6832
89,6862
93,5332
101,5243
178,8766
85,9879
132,9010
