1,1768
1,5134
1,6476
-0,0507
1,1268
5,9114
-1,1155
2,9657
6,0643
-0,1289
2,2070
0,6106
-0,2120
1,1643
2,4540
3,1163
-3,2697
2,2159
2,1784
2,6831
0,4170
0,4540
1,6245
0,6120
3,8140
1,2875
0,6774
-1,2332
0,3306
3,5554
1,9085
1,2267
1,4128
0,6159
2,3055
1,4048
1,0134
2,8990
0,7947
2,2273
1,7320
-0,1471
0,1634
1,3714
1,2232
7,8439
3,5097
1,3203
3,6727
1,3645
1,1746
1,1194
1,5933
-5,3298
1,6635
3,0378
1,5903
0,8782
1,2361
2,9552
-1,7224
1,4859
1,8685
0,7952
2,4229
2,5800
1,1040
2,1855
0,4793
1,2819
-0,4239
-0,1276
4,7855
-1,7505
-1,0049
-0,9836
3,4924
0,8079
-4,1052
1,5035
0,8985
1,4646
-1,0652
1,3774
3,7371
-0,3304
1,3156
2,4719
5,6874
2,1358
1,2941
4,0047
1,3658
2,5720
0,7512
3,3113
1,8915
1,6473
0,9782
1,0639
2,1354
1,3300
1,7583
0,6318
1,3746
-1,0687
-0,3681
1,4002
0,2454
1,6755
2,3034
1,3203
-0,6294
0,6912
-0,0167
0,2119
5,0306
1,6111
0,7429
-0,1846
1,5442
1,7154
2,2940
-0,4142
1,0685
2,2671
2,8737
-0,2585
1,7999
1,8054
1,7808
1,4918
0,3820
1,8727
0,5001
1,3399
1,2648
1,2093
3,4619
1,3194
1,0033
1,6381
1,2341
0,9409
1,8627
1,7599
1,9239
2,8472
0,1395
1,5343
-0,6523
-1,6531
1,3402
-1,4436
1,0467
-0,4500
1,2299
0,7084
-3,8923
1,8019
-1,7283
0,7254
1,3463
1,3862
2,3001
6,8581
0,3892
0,5487
0,6170
1,1950
1,8684
0,7569
1,5522
2,4047
3,4593
2,4348
1,6818
8,3280
2,6891
0,2164
2,0133
0,9725
3,3527
1,7707
-0,0001
2,6892
0,9697
1,0638
1,7881
-1,4351
-2,5182
1,7475
5,0529
1,0316
1,4283
-6,2605
-2,5624
1,4747
3,6845
-1,8133
2,2415
0,0635
1,3881
-0,1723
-1,0852
0,6445
0,4395
4,7410
0,8093
-0,8237
-3,3548
0,8667
0,4983
1,4177
2,4768
0,7415
0,6924
3,1621
0,9385
0,9913
-1,4817
0,2649
1,8111
2,7561
1,3614
0,4122
1,4562
3,0488
0,3801
3,3891
1,5955
0,8246
-0,1090
1,8559
0,6902
8,7821
0,0616
-1,3881
0,7791
1,6723
-0,7922
0,3269
3,4862
1,9792
0,2083
2,7153
3,8307
0,9314
-0,1735
-2,7845
2,8876
0,2133
2,6714
2,6881
0,5651
1,3228
2,1820
1,3952
1,7218
1,2972
1,0442
1,2891
1,9665
3,5714
-0,5266
-1,6900
1,4383
1,7590
1,2693
1,5462
1,1215
0,2448
-2,0862
-0,1756
1,3003
-5,4586
1,4075
-0,0886
0,8604
0,5387
0,4335
6,3784
-2,1355
2,7707
0,9583
1,4197
1,6556
1,6371
1,1377
1,3341
-0,1431
1,4705
-0,2621
0,3891
1,4273
1,0368
1,6728
0,2509
1,7971
2,9098
2,0194
0,4834
0,9881
1,5901
0,2225
-2,5808
-0,7402
0,3359
6,2793
1,8895
0,4518
1,3020
1,5277
1,2860
3,0766
-0,3867
0,3817
2,5024
-1,2745
1,5906
1,0003
2,7114
1,8894
-2,0950
1,5642
-0,8572
1,4300
1,9234
-0,0364
0,0987
2,1426
-1,3388
1,6989
-2,0793
1,3109
0,8434
1,5752
1,0623
-0,5481
2,7934
2,1524
2,3839
2,1421
1,9896
1,3608
0,6434
-0,0237
1,9665
-2,2141
1,7161
0,8755
1,3620
0,4249
1,3999
-0,0839
-0,2952
1,9293
0,3085
-0,4446
1,6594
1,2420
2,9009
1,8385
1,4084
0,3976
1,4119
1,7362
1,3361
-1,0982
1,2395
0,7851
1,3151
2,6133
-2,9827
-3,6014
1,3448
2,7632
5,3987
1,0788
-0,7434
1,2364
3,3783
4,1836
-1,4585
1,3042
0,4543
1,9342
1,3876
3,9780
-0,6287
1,6504
0,0875
2,6678
-1,0358
-0,3071
1,3377
1,6125
0,5771
-0,0966
2,5658
0,6010
2,1124
2,6632
0,7258
2,2509
-0,7305
-0,0187
2,0869
1,6322
-0,7813
4,8728
1,4170
1,5759
-1,6286
1,6148
0,7212
1,7041
4,4637
2,1028
0,3127
1,0630
0,6433
1,3854
0,9720
2,1149
1,6515
1,2874
4,5491
-1,9032
0,6173
3,5827
1,1161
3,8924
-0,2011
2,9896
1,5537
2,4870
-2,0661
1,1736
-0,1955
1,0971
0,1474
2,3424
0,5167
1,0527
0,5162
2,5476
0,0111
4,4912
-0,8247
4,5503
1,1019
-3,1104
1,7327
0,7039
0,9466
0,2618
0,7101
-2,0352
1,5414
2,7252
0,9544
0,6038
0,4962
1,1725
-0,1836
-2,3152
-1,0307
2,3979
4,8867
-0,5780
1,8104
0,1881
2,4102
2,0669
0,0616
-0,1935
1,2748
0,9771
5,4240
1,6184
1,4692
0,5400
2,5460
-1,1267
0,0117
0,9755
0,8528
1,6217
2,7708
1,5174
-0,3572
1,4749
-0,7946
0,2687
1,7958
0,7691
1,6708
-0,5497
2,0613
